county,precinct,Gov_DEM,Gov_REP,LtGov_DEM,LtGov_REP,StHOR_DEM,StHOR_IND,StHOR_LIB,StHOR_REP,StSen_DEM,StSen_IND,StSen_REP,SP_DEM,SP_LIB,SP_REP,USHOR_DEM,USHOR_REP
Cullman County,CULLMAN CIVIC CENTER,556.0,2309.0,463.0,2383.0,,,,2479.0,,,2535.0,233.0,,1621.0,444.0,2416.0
Cullman County,CULLMAN CO OFFICE BLDG BA,197.0,789.0,152.0,826.0,,,,862.0,,,889.0,51.0,,501.0,136.0,849.0
Cullman County,CULLMAN CO_ HEALTH DEPT_,49.0,285.0,37.0,299.0,,,,299.0,,,301.0,21.0,,199.0,36.0,299.0
Cullman County,DODGE CITY TOWN HALL,66.0,414.0,51.0,424.0,,,,437.0,,,433.0,33.0,,319.0,46.0,432.0
Cullman County,EAST POINT COMMUNITY CTR,76.0,347.0,66.0,352.0,,,,361.0,,,372.0,33.0,,233.0,61.0,359.0
Cullman County,FAIRVIEW FIRE DEPT_ (A-K),77.0,367.0,65.0,378.0,,,,383.0,,,382.0,35.0,,238.0,46.0,396.0
Cullman County,FAIRVIEW TOWN HALL (L-Z),48.0,315.0,42.0,321.0,,,,326.0,,,329.0,20.0,,224.0,34.0,329.0
Cullman County,FRIENDSHIP METHODIST CH_,97.0,681.0,77.0,698.0,,,,710.0,,,721.0,32.0,,491.0,73.0,704.0
Cullman County,GARDEN CITY TOWN HALL,51.0,340.0,42.0,345.0,,,,358.0,,,361.0,25.0,,261.0,37.0,353.0
Cullman County,GOLD RIDGE COMMUNITY CTR,94.0,602.0,82.0,611.0,,,,619.0,,,625.0,39.0,,424.0,82.0,612.0
Cullman County,GOOD HOPE CITY  HALL,122.0,733.0,107.0,749.0,,,,781.0,,,789.0,46.0,,509.0,80.0,777.0
Cullman County,GRANDVIEW COMMUNITY CTR,34.0,264.0,27.0,269.0,,,,277.0,,,275.0,14.0,,200.0,31.0,266.0
Cullman County,HANCEVILLE CITY HALL,135.0,736.0,128.0,739.0,,,,755.0,,,765.0,69.0,,509.0,119.0,746.0
Cullman County,HANCEVILLE CIVIC CENTER,92.0,509.0,73.0,523.0,,,,535.0,,,537.0,39.0,,369.0,69.0,529.0
Cullman County,HOLLY POND FIRE DEPT_,123.0,1062.0,102.0,1081.0,,,,1091.0,,,1083.0,59.0,,753.0,94.0,1088.0
Cullman County,JONES CHAPEL FIRE DEPT_,98.0,631.0,78.0,652.0,,,,655.0,,,653.0,45.0,,456.0,73.0,656.0
Cullman County,JOPPA  FIRE DEPT,64.0,325.0,53.0,332.0,,,,332.0,,,332.0,31.0,,226.0,51.0,332.0
Cullman County,KELLEY COMMUNITY CENTER,118.0,615.0,96.0,631.0,,,,638.0,,,653.0,45.0,,403.0,84.0,647.0
Cullman County,LOGAN FIRE DEPT_,50.0,273.0,39.0,284.0,,,,281.0,,,285.0,25.0,,203.0,35.0,288.0
Cullman County,MOODY TOWN UNION HILL CH,15.0,55.0,11.0,60.0,,,,60.0,,,59.0,9.0,,42.0,11.0,60.0
Cullman County,NEW CANAAN SR_ CENTER,47.0,439.0,43.0,441.0,,,,449.0,,,445.0,19.0,,326.0,39.0,448.0
Cullman County,PROVIDENCE FIRE DEPT_,95.0,524.0,74.0,539.0,,,,541.0,,,551.0,42.0,,372.0,69.0,547.0
Cullman County,PROVISIONAL,1.0,20.0,2.0,19.0,,,,19.0,,,19.0,0.0,,14.0,2.0,19.0
Cullman County,SIMCOE COMMUNITY CENTER,50.0,419.0,41.0,426.0,,,,431.0,,,432.0,21.0,,292.0,43.0,424.0
Cullman County,STOUTS MOUNTAIN CHURCH,17.0,108.0,16.0,110.0,,,,115.0,,,117.0,9.0,,91.0,13.0,113.0
Cullman County,TRIMBLE FIRE DEPARTMENT,58.0,399.0,55.0,399.0,,,,412.0,,,418.0,27.0,,266.0,42.0,413.0
Cullman County,VALLEY GROVE COMM_ CTR,98.0,637.0,79.0,655.0,,,,678.0,,,672.0,42.0,,479.0,75.0,661.0
Cullman County,VINEMONT COMMUNITY CTR_,155.0,866.0,134.0,883.0,,,,908.0,,,914.0,82.0,,610.0,124.0,896.0
Cullman County,WALTER COMMUNITY CENTER,56.0,432.0,45.0,441.0,,,,446.0,,,442.0,28.0,,320.0,47.0,441.0
Cullman County,WELTI MT_ ZION CHURCH,55.0,204.0,46.0,215.0,,,,225.0,,,228.0,24.0,,155.0,42.0,217.0
Cullman County,WEST POINT COMMUNITY CTR,98.0,887.0,87.0,896.0,,,,895.0,,,901.0,41.0,,638.0,86.0,901.0
Cullman County,WHITE CITY COMMUNITY CTR,98.0,549.0,75.0,567.0,,,,572.0,,,578.0,40.0,,407.0,65.0,581.0
Dale County,ABSENTEE,102.0,310.0,105.0,306.0,22.0,,,325.0,,,317.0,61.0,,220.0,109.0,302.0
Dale County,ARGUTA COMMUNITY CTR_,15.0,139.0,17.0,135.0,10.0,,,137.0,,,134.0,6.0,,93.0,17.0,132.0
Dale County,ARITON CITY HALL,61.0,366.0,74.0,353.0,66.0,,,356.0,,,360.0,42.0,,244.0,79.0,346.0
Dale County,BERTHA NEW HOPE BAPTIST,16.0,178.0,17.0,176.0,14.0,,,179.0,,,177.0,7.0,,125.0,21.0,170.0
Dale County,CLAYHATCHEE COMM_ HOUSE,54.0,311.0,60.0,301.0,,,,310.0,,,300.0,33.0,,224.0,74.0,282.0
Dale County,CLOPTON COMMUNITY HOUSE,9.0,113.0,14.0,105.0,13.0,,,106.0,,,104.0,8.0,,65.0,18.0,104.0
Dale County,DALEVILLE CULTURAL & CONV,477.0,860.0,481.0,860.0,,,,930.0,,,898.0,358.0,,610.0,515.0,819.0
Dale County,ECHO FIRE/RESCUE COMM_,44.0,609.0,45.0,607.0,,,,604.0,,,599.0,15.0,,374.0,73.0,570.0
Dale County,EWELL FIRE STATION,180.0,649.0,185.0,639.0,,,,662.0,,,649.0,137.0,,443.0,214.0,607.0
Dale County,GRIMES COMMUNITY CTR_,144.0,391.0,145.0,390.0,,,,406.0,,,395.0,104.0,,275.0,170.0,366.0
Dale County,LEVEL PLAINS COMM_ CENTER,372.0,830.0,381.0,822.0,125.0,,,857.0,,,874.0,268.0,,590.0,393.0,812.0
Dale County,MARLEY MILL FORESTRY,160.0,598.0,161.0,594.0,122.0,,,606.0,,,604.0,120.0,,398.0,177.0,576.0
Dale County,MIDLAND CITY VOTING HALL,229.0,361.0,233.0,356.0,,,,385.0,,,367.0,182.0,,246.0,259.0,331.0
Dale County,NEWTON TOWN HALL,110.0,613.0,123.0,602.0,,,,610.0,,,577.0,68.0,,395.0,157.0,557.0
Dale County,OZARK CIVIC CENTER,1464.0,2452.0,1508.0,2390.0,271.0,,,2649.0,,,2556.0,1041.0,,1597.0,1622.0,2285.0
Dale County,PINCKARD TOWN HALL,134.0,706.0,137.0,700.0,,,,717.0,,,697.0,87.0,,495.0,158.0,674.0
Dale County,PROVISIONAL,4.0,6.0,4.0,6.0,0.0,,,10.0,,,10.0,3.0,,5.0,4.0,6.0
Dale County,ROCKY HD COMMUNITY HOUSE,34.0,439.0,36.0,436.0,36.0,,,436.0,,,435.0,16.0,,291.0,45.0,428.0
Dale County,ROCKY HEAD FT RUCKER 2908,45.0,93.0,47.0,90.0,49.0,,,90.0,,,103.0,28.0,,59.0,48.0,90.0
Dale County,SKIPPERVILLE UN METHODIST,65.0,364.0,63.0,365.0,37.0,,,360.0,,,359.0,47.0,,255.0,92.0,335.0
Dale County,SYLVAN GROVE VOTING HALL,12.0,140.0,14.0,138.0,,,,141.0,,,142.0,7.0,,115.0,16.0,135.0
Dallas County,ABSENTEE,528.0,184.0,534.0,177.0,559.0,,,,506.0,186.0,,453.0,,55.0,561.0,
Dallas County,BARRETT ROAD METH_ CHURCH,405.0,485.0,404.0,479.0,511.0,,,,356.0,521.0,,326.0,,178.0,487.0,
Dallas County,BELOIT COMMUNITY CENTER,89.0,11.0,89.0,11.0,91.0,,,,88.0,11.0,,82.0,,4.0,91.0,
Dallas County,BROAD STREET FIRE STATION,372.0,22.0,381.0,9.0,383.0,,,,348.0,36.0,,291.0,,5.0,381.0,
Dallas County,CARLOWVILLE MINTER VFD,129.0,64.0,134.0,55.0,136.0,,,,128.0,62.0,,123.0,,25.0,140.0,
Dallas County,CHRISTIAN OUTREACH ALLNCE,378.0,79.0,381.0,71.0,403.0,,,,341.0,109.0,,297.0,,23.0,408.0,
Dallas County,DALLAS COUNTY COURTHOUSE,150.0,75.0,146.0,77.0,170.0,,,,115.0,108.0,,93.0,,18.0,168.0,
Dallas County,EASTEND FIRE STATION,436.0,18.0,449.0,3.0,447.0,,,,425.0,25.0,,396.0,,5.0,447.0,
Dallas County,GOOD HOPE CHURCH,24.0,45.0,24.0,42.0,33.0,,,,21.0,48.0,,21.0,,12.0,29.0,
Dallas County,GWC HOMES CENTER,250.0,12.0,257.0,3.0,257.0,,,,234.0,24.0,,207.0,,2.0,263.0,
Dallas County,MARION JCT_ BLACKBELT EXP,199.0,101.0,204.0,95.0,217.0,,,,200.0,93.0,,184.0,,41.0,219.0,
Dallas County,MEMORIAL STADIUM,190.0,353.0,182.0,353.0,285.0,,,,143.0,389.0,,102.0,,103.0,256.0,
Dallas County,MT_ ZION CHURCH,479.0,317.0,478.0,310.0,517.0,,,,427.0,335.0,,383.0,,152.0,515.0,
Dallas County,NEW ST_ JOHNS MINISTRIES,431.0,20.0,443.0,6.0,443.0,,,,392.0,55.0,,359.0,,2.0,442.0,
Dallas County,ORRVILLE COMMUNITY CENTER,605.0,160.0,623.0,137.0,656.0,,,,597.0,154.0,,569.0,,40.0,650.0,
Dallas County,PLANTERSVILLE VFD,104.0,154.0,106.0,146.0,131.0,,,,92.0,150.0,,87.0,,71.0,132.0,
Dallas County,PROVISIONAL,11.0,3.0,11.0,3.0,11.0,,,,11.0,3.0,,10.0,,3.0,11.0,
Dallas County,QUEEN OF PEACE SCHOOL,308.0,41.0,315.0,33.0,322.0,,,,274.0,71.0,,226.0,,17.0,321.0,
Dallas County,RANGEDALE CENTER,423.0,19.0,431.0,10.0,437.0,,,,399.0,43.0,,363.0,,5.0,433.0,
Dallas County,SAFFORD COMMUNITY CENTER,67.0,39.0,69.0,37.0,74.0,,,,68.0,31.0,,63.0,,18.0,73.0,
Dallas County,SELMA MALL,363.0,37.0,368.0,26.0,372.0,,,,341.0,49.0,,309.0,,16.0,373.0,
Dallas County,SELMONT WATER WORKS,275.0,52.0,280.0,49.0,288.0,,,,260.0,66.0,,240.0,,11.0,287.0,
Dallas County,SHILOH SCHOOL BLDG_,290.0,138.0,299.0,125.0,326.0,,,,275.0,148.0,,260.0,,52.0,321.0,
Dallas County,SUMMERFIELD VFD,135.0,291.0,136.0,281.0,172.0,,,,92.0,324.0,,93.0,,116.0,179.0,
Dallas County,TIPTON SCHOOL,1175.0,94.0,1197.0,69.0,1214.0,,,,1078.0,181.0,,1025.0,,26.0,1219.0,
Dallas County,TYLER COMMUNITY CENTER,60.0,167.0,66.0,159.0,104.0,,,,57.0,159.0,,52.0,,54.0,90.0,
Dallas County,UNION NEW NATL GRD ARMORY,242.0,435.0,229.0,431.0,316.0,,,,191.0,467.0,,179.0,,169.0,295.0,
Dallas County,VALLEY GRANDE COMM_ CTR_,542.0,787.0,558.0,759.0,642.0,,,,442.0,859.0,,389.0,,311.0,643.0,
Dallas County,WOODROW AVE_ FIRE STATION,696.0,90.0,711.0,68.0,731.0,,,,623.0,157.0,,545.0,,32.0,729.0,
Dallas County,YMCA,612.0,249.0,603.0,244.0,665.0,,,,507.0,342.0,,417.0,,81.0,654.0,
DeKalb County,ABSENTEE,150.0,530.0,139.0,531.0,20.0,,,521.0,,4.0,519.0,89.0,,318.0,146.0,525.0
DeKalb County,ADAMSBURG FIRE DEPT,57.0,291.0,52.0,293.0,,,,302.0,,,302.0,23.0,,185.0,54.0,292.0
DeKalb County,ANTIOCH - BARRY'S BBQ,19.0,55.0,14.0,60.0,,,,52.0,,,54.0,8.0,,27.0,12.0,61.0
DeKalb County,ARONEY FIRE DEPT,54.0,266.0,49.0,271.0,45.0,,,274.0,,42.0,259.0,29.0,,179.0,49.0,269.0
DeKalb County,BLAKE COMM CTR,88.0,530.0,76.0,541.0,,,,541.0,,,545.0,44.0,,279.0,88.0,527.0
DeKalb County,CARTERSVILLE FIRE HALL,60.0,428.0,63.0,414.0,,,,423.0,,,420.0,28.0,,300.0,58.0,425.0
DeKalb County,COLLINSVILLE NATL GRD ARMORY,143.0,270.0,131.0,274.0,50.0,,,275.0,,73.0,243.0,87.0,,165.0,125.0,281.0
DeKalb County,COPELAND BRG - LIBERTY HILL,36.0,159.0,33.0,156.0,23.0,,,151.0,,31.0,145.0,12.0,,105.0,30.0,163.0
DeKalb County,DOGTOWN MASONIC LODGE,64.0,473.0,59.0,473.0,,,,472.0,,,483.0,27.0,,312.0,73.0,453.0
DeKalb County,E_ HIGHLAND FIRE PCT 112,16.0,78.0,12.0,82.0,,,,84.0,,,86.0,4.0,,50.0,12.0,82.0
DeKalb County,E_ HIGHLAND FIRE PCT 304,61.0,283.0,41.0,290.0,,,,292.0,,,290.0,27.0,,178.0,56.0,275.0
DeKalb County,FISCHER COMM CTR PCT 113,20.0,67.0,16.0,67.0,,,,70.0,,,68.0,8.0,,48.0,18.0,65.0
DeKalb County,FISCHER COMM CTR PCT 313,47.0,273.0,49.0,265.0,,,,275.0,,,272.0,25.0,,169.0,54.0,260.0
DeKalb County,FORT PAYNE SENIOR CITIZEN 1,69.0,336.0,62.0,339.0,,,,341.0,,,346.0,34.0,,209.0,61.0,329.0
DeKalb County,FORT PAYNE SENIOR CITIZEN 2,147.0,274.0,146.0,271.0,,,,302.0,,,305.0,82.0,,173.0,147.0,265.0
DeKalb County,FYFFE SENIOR CITIZEN CTR,84.0,349.0,66.0,360.0,,,,359.0,,,355.0,35.0,,184.0,63.0,365.0
DeKalb County,GERALDINE 1ST BAPTIST,133.0,550.0,89.0,595.0,16.0,,,570.0,,,582.0,40.0,,313.0,83.0,603.0
DeKalb County,GROVE OAK CLUB HOUSE,77.0,352.0,69.0,362.0,80.0,,,338.0,,,343.0,44.0,,170.0,67.0,362.0
DeKalb County,HAMMONDVILLE FIRE STATION,84.0,264.0,67.0,278.0,,,,283.0,,,281.0,29.0,,164.0,78.0,264.0
DeKalb County,HENAGAR COMMUNITY CTR,136.0,668.0,113.0,680.0,,,,692.0,,,683.0,52.0,,450.0,112.0,683.0
DeKalb County,HIGH POINT CHURCH,88.0,365.0,72.0,376.0,,,,383.0,,,387.0,31.0,,197.0,77.0,377.0
DeKalb County,IDER SENIOR CTR,132.0,752.0,129.0,745.0,,,,765.0,,,763.0,62.0,,515.0,130.0,750.0
DeKalb County,KILPATRICK COMM CTR,75.0,230.0,78.0,229.0,34.0,,,243.0,,47.0,224.0,45.0,,148.0,67.0,235.0
DeKalb County,LEBANON CHAPEL,31.0,81.0,34.0,76.0,,,,75.0,,,79.0,17.0,,44.0,30.0,82.0
DeKalb County,MACEDONIA BAPTIST,16.0,111.0,16.0,112.0,5.0,,,106.0,,,106.0,9.0,,59.0,14.0,115.0
DeKalb County,MCKESTES COMM CTR,89.0,285.0,83.0,290.0,,,,291.0,,,295.0,44.0,,167.0,77.0,296.0
DeKalb County,MENTONE TOWN HALL,212.0,580.0,192.0,587.0,,,,607.0,,,605.0,102.0,,376.0,206.0,571.0
DeKalb County,PAINTER-LIBERTY BAPTIST,50.0,198.0,38.0,208.0,0.0,,,209.0,,,210.0,20.0,,117.0,41.0,206.0
DeKalb County,PAYNE GAP CHURCH,33.0,292.0,36.0,280.0,,,,291.0,,,288.0,17.0,,224.0,33.0,287.0
DeKalb County,PEA RIDGE CHURCH,32.0,188.0,21.0,193.0,,,,189.0,,,191.0,13.0,,106.0,31.0,183.0
DeKalb County,PINE RIDGE COMM PCT 309,12.0,80.0,8.0,83.0,,,,84.0,,,84.0,5.0,,48.0,9.0,82.0
DeKalb County,PINE RIDGE COMM PCT 410,21.0,66.0,15.0,73.0,,,,69.0,,,71.0,6.0,,35.0,18.0,68.0
DeKalb County,PLEASANT HILL COMM CTR,58.0,306.0,50.0,298.0,,,,286.0,,,291.0,28.0,,133.0,66.0,288.0
DeKalb County,PORTERSVILLE BAPTIST,19.0,167.0,26.0,164.0,,,,172.0,,,174.0,10.0,,105.0,24.0,166.0
DeKalb County,POWELL PARK PAVILLION,91.0,363.0,76.0,371.0,,,,372.0,,,375.0,50.0,,188.0,77.0,371.0
DeKalb County,PROVISIONAL,3.0,11.0,1.0,13.0,1.0,,,35.0,,0.0,24.0,0.0,,7.0,1.0,12.0
DeKalb County,RAINSVILLE 1,147.0,824.0,115.0,853.0,,,,838.0,,,850.0,58.0,,409.0,120.0,844.0
DeKalb County,RAINSVILLE 2,146.0,895.0,130.0,905.0,,,,884.0,,,896.0,63.0,,442.0,139.0,901.0
DeKalb County,RODENTOWN COMM CTR,38.0,264.0,37.0,263.0,39.0,,,261.0,,42.0,249.0,13.0,,167.0,30.0,271.0
DeKalb County,SAND MTN RESEARCH CTR,96.0,593.0,84.0,594.0,79.0,,,598.0,,17.0,582.0,35.0,,337.0,73.0,607.0
DeKalb County,SENIOR CITIZEN FIVE POINT,102.0,320.0,105.0,312.0,,,,327.0,,,325.0,62.0,,198.0,113.0,304.0
DeKalb County,SHADY GROVE BAPTIST,49.0,276.0,42.0,280.0,,,,282.0,,,279.0,14.0,,178.0,39.0,285.0
DeKalb County,SHILOH TOWN HALL,37.0,155.0,22.0,169.0,,,,159.0,,,160.0,9.0,,76.0,24.0,166.0
DeKalb County,SKIRUM COMM CTR,84.0,257.0,58.0,279.0,10.0,,,276.0,,,281.0,35.0,,140.0,59.0,280.0
DeKalb County,SULPHUR SPRINGS COMM CTR,24.0,91.0,24.0,87.0,,,,95.0,,,93.0,11.0,,60.0,22.0,88.0
DeKalb County,SYLVANIA TOWN HALL,171.0,817.0,129.0,847.0,,,,852.0,,,862.0,45.0,,379.0,141.0,838.0
DeKalb County,TENBROECK COMM CTR,119.0,432.0,92.0,453.0,63.0,,,427.0,,,422.0,63.0,,194.0,94.0,448.0
DeKalb County,VALLEY HEAD TOWN HALL,49.0,215.0,49.0,208.0,,,,221.0,,,221.0,23.0,,122.0,58.0,201.0
DeKalb County,VFW HALL LOBBY - FORT PAYNE 1,84.0,253.0,81.0,253.0,,,,260.0,,,260.0,43.0,,132.0,90.0,243.0
DeKalb County,VFW HALL LOBBY - FORT PAYNE 2,108.0,245.0,98.0,242.0,,,,262.0,,,264.0,51.0,,132.0,99.0,245.0
DeKalb County,WHITON-OLD SCHOOL BLDG,71.0,209.0,57.0,223.0,13.0,,,219.0,,,216.0,39.0,,131.0,55.0,225.0
DeKalb County,WILLS VALLEY REC CTR 1,167.0,578.0,150.0,594.0,,,,611.0,,,608.0,85.0,,322.0,172.0,566.0
DeKalb County,WILLS VALLEY REC CTR 2,88.0,321.0,75.0,331.0,,,,347.0,,,348.0,35.0,,184.0,84.0,319.0
Elmore County,ABSENTEE,220.0,568.0,210.0,578.0,51.0,,,591.0,57.0,,585.0,129.0,,421.0,219.0,571.0
Elmore County,ASBURY KENT COMM_CTR_,80.0,649.0,71.0,656.0,,,,654.0,68.0,,659.0,39.0,,492.0,88.0,639.0
Elmore County,BLUE RIDGE BAPTIST,148.0,703.0,126.0,723.0,,,,717.0,120.0,,722.0,67.0,,451.0,159.0,688.0
Elmore County,BUYCK FIRE DEPARTMENT,97.0,677.0,93.0,676.0,,,,672.0,,,680.0,55.0,,485.0,124.0,642.0
Elmore County,CAINS CHAPEL LIFE CENTER,180.0,1289.0,151.0,1313.0,,,,1291.0,,,1303.0,87.0,,907.0,209.0,1242.0
Elmore County,COOSADA TOWN HALL,272.0,326.0,270.0,325.0,261.0,,,330.0,,,333.0,204.0,,248.0,281.0,313.0
Elmore County,CRENSHAW PARK,266.0,164.0,267.0,156.0,,,,161.0,,,163.0,233.0,,101.0,282.0,144.0
Elmore County,DEATSVILLE VOL_ FIRE,219.0,653.0,205.0,664.0,49.0,,,677.0,,,675.0,115.0,,441.0,229.0,640.0
Elmore County,ECLECTIC METHODIST CHURCH,188.0,490.0,190.0,483.0,,,,494.0,182.0,,492.0,139.0,,341.0,198.0,475.0
Elmore County,FAIN PARK COMM_ CENTER,647.0,828.0,661.0,810.0,,,,850.0,39.0,,853.0,523.0,,542.0,713.0,757.0
Elmore County,FRIENDSHIP COMMUNITY CTR_,136.0,301.0,134.0,304.0,,,,318.0,126.0,,309.0,99.0,,214.0,144.0,295.0
Elmore County,GOD'S CONGREGATION CHURCH,115.0,32.0,118.0,28.0,,,,32.0,116.0,,31.0,110.0,,19.0,117.0,30.0
Elmore County,GRANDVIEW PINES BAPTIST,359.0,778.0,341.0,795.0,30.0,,,825.0,,,839.0,207.0,,502.0,379.0,757.0
Elmore County,KOWALIGA FIRE DEPT_,102.0,552.0,82.0,569.0,,,,551.0,,,553.0,50.0,,366.0,119.0,530.0
Elmore County,MILLBROOK CIVIC CENTER,864.0,1050.0,866.0,1041.0,840.0,,,1060.0,,,1122.0,629.0,,663.0,923.0,978.0
Elmore County,MULDER METHODIST,856.0,2517.0,801.0,2557.0,,,,2600.0,792.0,,2558.0,507.0,,1746.0,894.0,2460.0
Elmore County,NAZARENE,694.0,1845.0,679.0,1851.0,157.0,,,1898.0,,,1911.0,419.0,,1211.0,758.0,1769.0
Elmore County,NEW HOME BAPTIST CHURCH,192.0,574.0,183.0,581.0,,,,587.0,,,595.0,131.0,,419.0,207.0,555.0
Elmore County,NEW HOPE BAPTIST,47.0,515.0,35.0,526.0,,,,519.0,,,524.0,10.0,,374.0,55.0,505.0
Elmore County,PROVISIONAL,11.0,9.0,10.0,10.0,2.0,,,13.0,5.0,,11.0,4.0,,9.0,10.0,9.0
Elmore County,REDHILL COMMUNITY CTR_,71.0,331.0,62.0,339.0,,,,339.0,,,342.0,31.0,,240.0,80.0,320.0
Elmore County,ROCK SPRINGS VOTING HOUSE,98.0,304.0,97.0,303.0,,,,311.0,86.0,,314.0,67.0,,221.0,99.0,301.0
Elmore County,RUSHENVILLE BAPTIST,60.0,598.0,60.0,600.0,,,,601.0,57.0,,599.0,35.0,,433.0,77.0,576.0
Elmore County,SANTUCK COMMUNITY CTR_,229.0,728.0,224.0,728.0,,,,736.0,212.0,,734.0,152.0,,526.0,249.0,704.0
Elmore County,SEMAN COMMUNITY HOUSE,54.0,584.0,53.0,586.0,,,,581.0,,,588.0,31.0,,446.0,72.0,561.0
Elmore County,TALLAWEKA BAPTIST CHURCH,237.0,925.0,206.0,947.0,,,,953.0,199.0,,949.0,143.0,,683.0,241.0,914.0
Elmore County,TITUS COMMUNITY CENTER,58.0,238.0,49.0,245.0,,,,243.0,,,250.0,25.0,,158.0,67.0,225.0
Elmore County,VICTORY BAPTIST,489.0,1072.0,467.0,1088.0,287.0,,,1116.0,,,1136.0,283.0,,714.0,522.0,1034.0
Elmore County,WALLSBORO COMMUNITY CTR_,255.0,612.0,246.0,619.0,,,,621.0,123.0,,623.0,158.0,,416.0,275.0,589.0
Elmore County,WEOKA COMMUNITY CENTER,52.0,364.0,47.0,369.0,,,,366.0,,,367.0,28.0,,277.0,60.0,351.0
Elmore County,WETUMPKA CIVIC CENTER,426.0,1476.0,394.0,1507.0,,,,1538.0,316.0,,1524.0,226.0,,1000.0,442.0,1444.0
Escambia County,1ST UNITED METHODIST,150.0,391.0,127.0,411.0,164.0,,,377.0,,,416.0,82.0,,218.0,125.0,416.0
Escambia County,ABSENTEE,114.0,292.0,108.0,280.0,93.0,,,296.0,,,295.0,68.0,,150.0,96.0,302.0
Escambia County,ALCO J_D_ JC MUSEUM,141.0,239.0,148.0,228.0,137.0,,,245.0,,,242.0,99.0,,145.0,153.0,227.0
Escambia County,APPLETON VOL_ FIRE,32.0,388.0,29.0,381.0,31.0,,,386.0,,,382.0,10.0,,214.0,28.0,390.0
Escambia County,ATMORE CITY HALL,592.0,26.0,596.0,21.0,596.0,,,23.0,,,28.0,570.0,,16.0,598.0,20.0
Escambia County,ATMORE PUBLIC LIBRARY,332.0,625.0,298.0,644.0,329.0,,,623.0,,,670.0,216.0,,360.0,295.0,655.0
Escambia County,BARNETTS CROSSROADS/ROBIN,4.0,109.0,3.0,110.0,5.0,,,110.0,,,108.0,1.0,,54.0,3.0,112.0
Escambia County,BETHEL ROBERTS VOTING,6.0,63.0,6.0,61.0,,,,65.0,,,67.0,2.0,,38.0,7.0,62.0
Escambia County,BRADLEY VOL_ FIRE DEPT_,6.0,51.0,5.0,50.0,,,,47.0,,,51.0,1.0,,18.0,2.0,53.0
Escambia County,BREWTON CIVIC CENTER,953.0,1409.0,908.0,1408.0,772.0,,,1504.0,,,1472.0,680.0,,717.0,886.0,1466.0
Escambia County,CANOE CIVIC CLUB,39.0,251.0,36.0,251.0,44.0,,,246.0,,,251.0,22.0,,149.0,35.0,257.0
Escambia County,CATAWBA SPRINGS,66.0,512.0,41.0,520.0,60.0,,,501.0,,,523.0,16.0,,213.0,38.0,534.0
Escambia County,COUNTY HWY_ DEPT_,107.0,77.0,112.0,69.0,109.0,,,72.0,,,78.0,97.0,,48.0,110.0,72.0
Escambia County,DAMASCUS BOYKIN SCHOOL,98.0,140.0,107.0,125.0,,,,126.0,,,136.0,59.0,,74.0,102.0,135.0
Escambia County,DIXIE VOL_ FIRE DEPT_,4.0,25.0,5.0,24.0,,,,23.0,,,24.0,3.0,,17.0,5.0,24.0
Escambia County,EAST BREWTON SAIL SITE,251.0,610.0,276.0,570.0,173.0,,,589.0,,,612.0,181.0,,319.0,269.0,588.0
Escambia County,FLOMATON COMMUNITY HOUSE,93.0,239.0,90.0,235.0,95.0,,,226.0,,,233.0,69.0,,90.0,82.0,246.0
Escambia County,FLOMATON TOWN HALL,53.0,309.0,43.0,308.0,56.0,,,300.0,,,307.0,24.0,,107.0,40.0,321.0
Escambia County,HUXFORD MASONIC LODGE,9.0,187.0,5.0,189.0,14.0,,,180.0,,,186.0,1.0,,90.0,5.0,188.0
Escambia County,LITTLE ESCAMBIA VOTING,21.0,268.0,17.0,263.0,26.0,,,259.0,,,259.0,5.0,,121.0,16.0,270.0
Escambia County,LITTLE ROCK STORE,7.0,94.0,2.0,94.0,4.0,,,94.0,,,96.0,0.0,,50.0,0.0,99.0
Escambia County,McCULLOUGH VOL_ FIRE DEPT,67.0,169.0,51.0,184.0,58.0,,,177.0,,,191.0,39.0,,99.0,49.0,188.0
Escambia County,NEW ORDER MISSIONARY BAPT,538.0,319.0,534.0,314.0,542.0,,,302.0,,,337.0,476.0,,194.0,530.0,324.0
Escambia County,NOKOMIS VOTING HOUSE,94.0,275.0,75.0,296.0,85.0,,,285.0,,,302.0,46.0,,180.0,68.0,305.0
Escambia County,PINEVIEW VOTING HOUSE,23.0,168.0,20.0,167.0,20.0,,,167.0,,,166.0,5.0,,68.0,19.0,170.0
Escambia County,POARCH SAIL CENTER,103.0,169.0,94.0,173.0,94.0,,,176.0,,,183.0,71.0,,89.0,81.0,189.0
Escambia County,POLLARD TOWN HALL,40.0,209.0,40.0,194.0,13.0,,,199.0,,,193.0,27.0,,56.0,38.0,207.0
Escambia County,PROVISIONAL,0.0,3.0,0.0,3.0,0.0,,,2.0,,,2.0,1.0,,7.0,0.0,3.0
Escambia County,RIVERVIEW TOWN HALL,26.0,261.0,21.0,259.0,,,,252.0,,,259.0,12.0,,154.0,19.0,267.0
Escambia County,ROCK HILL RIDGE RD VFD,60.0,161.0,64.0,158.0,,,,166.0,,,170.0,38.0,,93.0,59.0,166.0
Escambia County,WALLACE METHODIST CHURCH,6.0,59.0,8.0,53.0,10.0,,,54.0,,,54.0,3.0,,28.0,5.0,57.0
